Ranking,Prob_Fraude_%,Nivel_Risco,Cliente,Merchant,Categoria,Valor_R$,Motivos_Suspeita,Score_Regras,Media_Cliente_R$,Valor_Relativo_x,Taxa_Fraude_Merchant_%,Data_Analise
1154,69.41,🟠 ALTO,C605904636,M348934600,es_transportation,74.09,Merchant com histórico de fraudes (81.9%),0,45.15,1.6410471861201563,81.9,2026-01-09 17:51
1155,69.07,🟠 ALTO,C1272326382,M348934600,es_transportation,77.48,Merchant com histórico de fraudes (81.9%),0,54.42,1.4236104469708692,81.9,2026-01-09 17:51
1156,68.8,🟠 ALTO,C105013970,M348934600,es_transportation,102.4,Merchant com histórico de fraudes (81.9%),0,39.1,2.6186665117069,81.9,2026-01-09 17:51
1157,68.78,🟠 ALTO,C855942730,M1053599405,es_health,188.79,Padrão geral suspeito detectado pelo modelo,0,97.93,1.9277399394716819,4.24,2026-01-09 17:51
1158,68.59,🟠 ALTO,C891364505,M1823072687,es_transportation,5.51,Merchant com histórico de fraudes (34.8%),0,50.68,0.10871066175967915,34.8,2026-01-09 17:51
1159,68.48,🟠 ALTO,C1800696439,M348934600,es_transportation,53.71,Merchant com histórico de fraudes (43.9%),0,46.26,1.1610103815981454,43.88,2026-01-09 17:51
1160,68.43,🟠 ALTO,C1087227796,M348934600,es_transportation,38.34,Merchant com histórico de fraudes (22.8%),0,347.55,0.11031585578858759,22.77,2026-01-09 17:51
1161,68.29,🟠 ALTO,C369115109,M348934600,es_transportation,428.79,Padrão geral suspeito detectado pelo modelo,1,97.41,4.401719146329746,1.77,2026-01-09 17:51
1162,68.17,🟠 ALTO,C606861698,M1823072687,es_transportation,210.08,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 5.1x acima da média,2,41.05,5.118251869249884,11.47,2026-01-09 17:51
1163,68.13,🟠 ALTO,C1446511647,M1823072687,es_transportation,40.09,Merchant com histórico de fraudes (43.9%),0,52.48,0.7639585702097713,43.88,2026-01-09 17:51
1164,68.01,🟠 ALTO,C899204870,M349281107,es_fashion,84.22,Merchant com histórico de fraudes (21.0%),0,180.73,0.46600859580293347,20.97,2026-01-09 17:51
1165,67.98,🟠 ALTO,C1801270098,M85975013,es_food,99.0,Merchant com histórico de fraudes (43.9%),0,89.87,1.1016371429581502,43.88,2026-01-09 17:51
1166,67.97,🟠 ALTO,C1530098029,M1823072687,es_transportation,226.52,Merchant com histórico de fraudes (43.9%),0,226.52,0.9999999955853788,43.88,2026-01-09 17:51
1167,67.93,🟠 ALTO,C107125195,M1823072687,es_transportation,223.27,Merchant com histórico de fraudes (43.9%),0,137.4,1.6250227328139835,43.88,2026-01-09 17:51
1168,67.9,🟠 ALTO,C1396904959,M348934600,es_transportation,90.46,Merchant com histórico de fraudes (81.9%),0,36.87,2.4535495511050134,81.9,2026-01-09 17:51
1169,67.2,🟠 ALTO,C1903005844,M1823072687,es_transportation,42.31,Merchant com histórico de fraudes (43.9%),0,27.04,1.5649117902264162,43.88,2026-01-09 17:51
1170,67.19,🟠 ALTO,C1722987449,M348934600,es_transportation,200.53,Merchant com histórico de fraudes (10.4%),1,55.96,3.5831568757992147,10.42,2026-01-09 17:51
1171,67.07,🟠 ALTO,C2132909556,M1823072687,es_transportation,97.15,Merchant com histórico de fraudes (21.0%),0,660.17,0.1471598079063472,20.97,2026-01-09 17:51
1172,67.02,🟠 ALTO,C2129964241,M348934600,es_transportation,233.12,Merchant com histórico de fraudes (43.9%),0,129.45,1.8008219123627143,43.88,2026-01-09 17:51
1173,67.01,🟠 ALTO,C383264569,M348934600,es_transportation,127.4,Merchant com histórico de fraudes (21.0%),0,222.82,0.5717568257543832,20.97,2026-01-09 17:51
1174,66.84,🟠 ALTO,C843090653,M348934600,es_transportation,78.96,Merchant com histórico de fraudes (30.2%),0,83.25,0.9485166607397774,30.24,2026-01-09 17:51
1175,66.78,🟠 ALTO,C1475799889,M348934600,es_transportation,70.67,Merchant com histórico de fraudes (34.8%),0,83.25,0.8489320214599807,34.8,2026-01-09 17:51
1176,66.77,🟠 ALTO,C1830714840,M1823072687,es_transportation,104.5,Merchant com histórico de fraudes (81.9%),0,40.92,2.5536296525618076,81.9,2026-01-09 17:51
1177,66.69,🟠 ALTO,C23740594,M348934600,es_transportation,6.17,Merchant com histórico de fraudes (83.9%),0,63.66,0.0969248171462514,83.9,2026-01-09 17:51
1178,66.49,🟠 ALTO,C1963249369,M1823072687,es_transportation,81.95,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (11.5%),1,422.55,0.1939420848969746,11.45,2026-01-09 17:51
1179,66.41,🟠 ALTO,C1342849651,M1535107174,es_wellnessandbeauty,107.85,Merchant com histórico de fraudes (81.9%),0,143.54,0.7513759498057921,81.9,2026-01-09 17:51
1180,66.29,🟠 ALTO,C2014729870,M1823072687,es_transportation,96.24,Merchant com histórico de fraudes (81.9%),0,41.1,2.341819452095521,81.9,2026-01-09 17:51
1181,66.26,🟠 ALTO,C1666444221,M348934600,es_transportation,794.94,Merchant com histórico de fraudes (43.9%),0,794.94,0.9999999987420435,43.88,2026-01-09 17:51
1182,66.22,🟠 ALTO,C1556912476,M348934600,es_transportation,68.86,Merchant com histórico de fraudes (64.6%),0,49.63,1.3874485925211175,64.57,2026-01-09 17:51
1183,66.22,🟠 ALTO,C72452640,M1823072687,es_transportation,256.33,Merchant com histórico de fraudes (43.9%),0,152.85,1.6770506096349684,43.88,2026-01-09 17:51
1184,66.14,🟠 ALTO,C1580955370,M1823072687,es_transportation,135.83,Merchant com histórico de fraudes (43.9%),0,58.75,2.3119549864472306,43.88,2026-01-09 17:51
1185,66.03,🟠 ALTO,C763253161,M348934600,es_transportation,69.07,Merchant com histórico de fraudes (81.9%),0,62.85,1.0989308041282568,81.9,2026-01-09 17:51
1186,66.03,🟠 ALTO,C1567160901,M855959430,es_hyper,105.3,Merchant com histórico de fraudes (43.9%),1,33.96,3.101084480937272,43.88,2026-01-09 17:51
1187,65.96,🟠 ALTO,C1134994937,M1823072687,es_transportation,37.68,Merchant com histórico de fraudes (43.9%),0,31.07,1.2128838934236696,43.88,2026-01-09 17:51
1188,65.87,🟠 ALTO,C353502635,M348934600,es_transportation,124.96,Merchant com histórico de fraudes (43.9%),0,69.62,1.7949261653252448,43.88,2026-01-09 17:51
1189,65.8,🟠 ALTO,C1066456457,M348934600,es_transportation,193.96,Merchant com histórico de fraudes (43.9%),0,122.14,1.588057081509317,43.88,2026-01-09 17:51
1190,65.72,🟠 ALTO,C1093826151,M348934600,es_transportation,10.17,Merchant com histórico de fraudes (81.9%),0,23.88,0.4258080545215184,81.9,2026-01-09 17:51
1191,65.63,🟠 ALTO,C964635168,M348934600,es_transportation,53.33,Merchant com histórico de fraudes (11.5%),0,180.73,0.2950871338657141,11.47,2026-01-09 17:51
1192,65.62,🟠 ALTO,C1896250849,M1823072687,es_transportation,55.2,Padrão geral suspeito detectado pelo modelo,0,327.86,0.16836711299700444,4.24,2026-01-09 17:51
1193,65.61,🟠 ALTO,C876777476,M348934600,es_transportation,155.57,Merchant com histórico de fraudes (43.9%),0,189.77,0.8197674375407463,43.88,2026-01-09 17:51
1194,65.56,🟠 ALTO,C1645276019,M1823072687,es_transportation,39.16,Merchant com histórico de fraudes (43.9%),0,31.51,1.242614655433236,43.88,2026-01-09 17:51
1195,65.48,🟠 ALTO,C585317135,M151143676,es_barsandrestaurants,123.66,Merchant com histórico de fraudes (21.0%),0,176.45,0.700809843409804,20.97,2026-01-09 17:51
1196,65.41,🟠 ALTO,C1699102063,M1053599405,es_health,99.6,Merchant com histórico de fraudes (30.2%),0,258.28,0.3856230223180369,30.24,2026-01-09 17:51
1197,65.29,🟠 ALTO,C1374011975,M1946091778,es_wellnessandbeauty,135.53,Merchant com histórico de fraudes (43.9%),0,52.72,2.570873000979314,43.88,2026-01-09 17:51
1198,65.2,🟠 ALTO,C1349086787,M1823072687,es_transportation,101.79,Merchant com histórico de fraudes (11.5%),0,378.51,0.26892043887102307,11.45,2026-01-09 17:51
1199,65.19,🟠 ALTO,C1626806996,M348934600,es_transportation,65.92,Merchant com histórico de fraudes (21.0%),0,660.17,0.09985357217896455,20.97,2026-01-09 17:51
1200,65.18,🟠 ALTO,C739732151,M348934600,es_transportation,265.44,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 6.3x acima da média,2,42.08,6.308404401709134,11.47,2026-01-09 17:51
1201,65.12,🟠 ALTO,C1204740969,M1823072687,es_transportation,230.36,Merchant com histórico de fraudes (64.6%),0,250.56,0.9193622376654272,64.57,2026-01-09 17:51
1202,65.07,🟠 ALTO,C851731350,M348934600,es_transportation,34.87,Merchant com histórico de fraudes (43.9%),0,180.73,0.192943715692808,43.88,2026-01-09 17:51
1203,65.02,🟠 ALTO,C655866157,M1535107174,es_wellnessandbeauty,223.33,Score de risco elevado (3) | Múltiplas transações no mesmo período | Valor acima do padrão do cliente | Valor 6.6x acima da média,3,33.91,6.586533930170576,2.73,2026-01-09 17:51
1204,64.72,🟠 ALTO,C1962137244,M1823072687,es_transportation,131.95,Merchant com histórico de fraudes (64.6%),0,97.41,1.354525155339933,64.57,2026-01-09 17:51
1205,64.68,🟠 ALTO,C1837295173,M349281107,es_fashion,184.71,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 5.3x acima da média,2,35.05,5.269759039404893,43.88,2026-01-09 17:51
1206,64.6,🟠 ALTO,C1389311354,M348934600,es_transportation,88.98,Merchant com histórico de fraudes (11.3%),0,422.55,0.2105792155476852,11.25,2026-01-09 17:51
1207,64.44,🟠 ALTO,C1729635847,M348934600,es_transportation,147.49,Valor acima do padrão do cliente | Merchant com histórico de fraudes (80.0%) | Valor 5.3x acima da média,2,27.81,5.304104819669818,80.0,2026-01-09 17:51
1208,64.4,🟠 ALTO,C1352750459,M348934600,es_transportation,187.95,Merchant com histórico de fraudes (43.9%),0,137.7,1.3649237373643883,43.88,2026-01-09 17:51
1209,64.27,🟠 ALTO,C295362058,M348934600,es_transportation,26.34,Merchant com histórico de fraudes (11.3%),0,263.64,0.09990924710567614,11.25,2026-01-09 17:51
1210,64.2,🟠 ALTO,C2144562698,M348934600,es_transportation,134.23,Valor acima do padrão do cliente | Merchant com histórico de fraudes (80.0%) | Valor 5.2x acima da média,2,25.99,5.1638175565001,80.0,2026-01-09 17:51
1211,64.18,🟠 ALTO,C1637357651,M348934600,es_transportation,15.1,Merchant com histórico de fraudes (43.9%),0,28.46,0.5306002741809567,43.88,2026-01-09 17:51
1212,64.11,🟠 ALTO,C586830923,M1823072687,es_transportation,46.08,Merchant com histórico de fraudes (43.9%),0,65.93,0.698871602941212,43.88,2026-01-09 17:51
1213,64.09,🟠 ALTO,C1475799889,M348934600,es_transportation,22.03,Padrão geral suspeito detectado pelo modelo,0,320.29,0.06878185488885251,2.73,2026-01-09 17:51
1214,64.07,🟠 ALTO,C1740393527,M348934600,es_transportation,27.24,Merchant com histórico de fraudes (43.9%),0,30.9,0.8814245466534164,43.88,2026-01-09 17:51
1215,63.96,🟠 ALTO,C806943770,M480139044,es_health,12.42,Merchant com histórico de fraudes (11.5%),0,200.58,0.06191928383771721,11.47,2026-01-09 17:51
1216,63.96,🟠 ALTO,C672742304,M348934600,es_transportation,123.87,Merchant com histórico de fraudes (43.9%),0,50.75,2.440788129245554,43.88,2026-01-09 17:51
1217,63.95,🟠 ALTO,C411345215,M348934600,es_transportation,145.49,Merchant com histórico de fraudes (43.9%),1,45.88,3.171197190725891,43.88,2026-01-09 17:51
1218,63.86,🟠 ALTO,C1222389110,M1823072687,es_transportation,178.05,Merchant com histórico de fraudes (43.9%),1,58.41,3.048257607334464,43.88,2026-01-09 17:51
1219,63.77,🟠 ALTO,C2095938989,M348934600,es_transportation,196.15,Merchant com histórico de fraudes (11.3%),0,112.01,1.7511422665740972,11.25,2026-01-09 17:51
1220,63.52,🟠 ALTO,C566598245,M1823072687,es_transportation,219.92,Merchant com histórico de fraudes (11.5%),1,57.28,3.8393109333039814,11.47,2026-01-09 17:51
1221,63.42,🟠 ALTO,C637831009,M1823072687,es_transportation,26.29,Merchant com histórico de fraudes (34.8%),0,96.6,0.2721532062924099,34.8,2026-01-09 17:51
1222,63.38,🟠 ALTO,C1949469724,M348934600,es_transportation,178.74,Merchant com histórico de fraudes (43.9%),1,45.31,3.9446752097763227,43.88,2026-01-09 17:51
1223,63.2,🟠 ALTO,C1445784416,M1823072687,es_transportation,12.07,Merchant com histórico de fraudes (43.9%),0,32.35,0.3731405594773787,43.88,2026-01-09 17:51
1224,63.2,🟠 ALTO,C862633345,M348934600,es_transportation,313.95,Merchant com histórico de fraudes (5.1%),1,92.08,3.4095351497661257,5.06,2026-01-09 17:51
1225,63.01,🟠 ALTO,C2704357,M348934600,es_transportation,157.97,Merchant com histórico de fraudes (11.5%),0,52.94,2.9841554136502793,11.47,2026-01-09 17:51
1226,62.97,🟠 ALTO,C1617276678,M348934600,es_transportation,120.19,Valor acima do padrão do cliente | Merchant com histórico de fraudes (22.8%),2,36.16,3.323553158217042,22.77,2026-01-09 17:51
1227,62.9,🟠 ALTO,C1718279923,M348934600,es_transportation,41.7,Merchant com histórico de fraudes (21.0%),0,238.34,0.1749610578432544,20.97,2026-01-09 17:51
1228,62.85,🟠 ALTO,C632176173,M1823072687,es_transportation,45.49,Padrão geral suspeito detectado pelo modelo,0,471.41,0.09649744818736375,4.24,2026-01-09 17:51
1229,62.84,🟠 ALTO,C1687722078,M348934600,es_transportation,55.57,Padrão geral suspeito detectado pelo modelo,0,104.34,0.5325799718507434,4.24,2026-01-09 17:51
1230,62.79,🟠 ALTO,C1791903269,M348934600,es_transportation,219.66,Merchant com histórico de fraudes (43.9%),1,56.56,3.883731963370429,43.88,2026-01-09 17:51
1231,62.76,🟠 ALTO,C647089636,M1823072687,es_transportation,68.45,Merchant com histórico de fraudes (34.8%),0,101.98,0.6712100346027648,34.8,2026-01-09 17:51
1232,62.69,🟠 ALTO,C2704357,M348934600,es_transportation,313.66,Padrão geral suspeito detectado pelo modelo,0,422.55,0.7423047510528988,1.77,2026-01-09 17:51
1233,62.63,🟠 ALTO,C1298891864,M151143676,es_barsandrestaurants,62.56,Múltiplas transações no mesmo período | Merchant com histórico de fraudes (7.4%),1,302.7,0.20667201546653635,7.42,2026-01-09 17:51
1234,62.6,🟠 ALTO,C971838371,M1823072687,es_transportation,0.41,Merchant com histórico de fraudes (80.0%),0,112.01,0.0036603024690052503,80.0,2026-01-09 17:51
1235,62.59,🟠 ALTO,C1029994689,M348934600,es_transportation,205.51,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 5.2x acima da média,2,39.75,5.170645876395751,43.88,2026-01-09 17:51
1236,62.55,🟠 ALTO,C607521473,M348934600,es_transportation,190.28,Merchant com histórico de fraudes (43.9%),0,266.8,0.7131883089688524,43.88,2026-01-09 17:51
1237,62.53,🟠 ALTO,C297745197,M348934600,es_transportation,55.11,Merchant com histórico de fraudes (43.9%),0,24.57,2.2425375160554157,43.88,2026-01-09 17:51
1238,62.45,🟠 ALTO,C1453715655,M480139044,es_health,192.44,Valor acima do padrão do cliente,2,41.25,4.665252399910764,4.24,2026-01-09 17:51
1239,62.4,🟠 ALTO,C1075692577,M348934600,es_transportation,268.67,Merchant com histórico de fraudes (43.9%),0,150.95,1.779813706295867,43.88,2026-01-09 17:51
1240,62.38,🟠 ALTO,C1817842389,M2011752106,es_hotelservices,129.52,Merchant com histórico de fraudes (43.9%),0,303.45,0.4268222887877827,43.88,2026-01-09 17:51
1241,62.36,🟠 ALTO,C135716487,M1823072687,es_transportation,79.37,Merchant com histórico de fraudes (11.3%),0,763.12,0.10400723332633502,11.25,2026-01-09 17:51
1242,62.24,🟠 ALTO,C1656946498,M348934600,es_transportation,56.71,Merchant com histórico de fraudes (43.9%),0,56.43,1.0049816700570335,43.88,2026-01-09 17:51
1243,62.07,🟠 ALTO,C1871594117,M348934600,es_transportation,43.26,Merchant com histórico de fraudes (22.8%),0,327.86,0.1319485744248263,22.77,2026-01-09 17:51
1244,62.02,🟠 ALTO,C1825783439,M1823072687,es_transportation,58.92,Padrão geral suspeito detectado pelo modelo,0,129.53,0.4548685181382785,4.24,2026-01-09 17:51
1245,62.02,🟠 ALTO,C229592862,M348934600,es_transportation,130.13,Merchant com histórico de fraudes (43.9%),1,38.12,3.4138970472987578,43.88,2026-01-09 17:51
1246,61.88,🟠 ALTO,C528277773,M348934600,es_transportation,148.6,Merchant com histórico de fraudes (43.9%),0,50.56,2.938791596187252,43.88,2026-01-09 17:51
1247,61.81,🟠 ALTO,C1037622786,M348934600,es_transportation,210.05,Valor acima do padrão do cliente | Merchant com histórico de fraudes (43.9%) | Valor 7.3x acima da média,2,28.8,7.293318111133502,43.88,2026-01-09 17:51
1248,61.7,🟠 ALTO,C2132916640,M348934600,es_transportation,118.88,Merchant com histórico de fraudes (64.6%),0,115.13,1.0325619011242668,64.57,2026-01-09 17:51
1249,61.68,🟠 ALTO,C529952024,M855959430,es_hyper,49.32,Merchant com histórico de fraudes (21.0%),0,238.34,0.2069323590606548,20.97,2026-01-09 17:51
1250,61.66,🟠 ALTO,C77017704,M348934600,es_transportation,96.43,Padrão geral suspeito detectado pelo modelo,0,134.98,0.7143804155739449,4.24,2026-01-09 17:51
1251,61.62,🟠 ALTO,C1487982242,M348934600,es_transportation,316.03,Merchant com histórico de fraudes (5.1%),0,106.72,2.9612080804459375,5.06,2026-01-09 17:51
1252,61.52,🟠 ALTO,C1105086283,M348934600,es_transportation,57.41,Padrão geral suspeito detectado pelo modelo,0,66.59,0.8621262182269813,4.24,2026-01-09 17:51
1253,61.5,🟠 ALTO,C1983511229,M151143676,es_barsandrestaurants,219.31,Valor acima do padrão do cliente | Merchant com histórico de fraudes (11.5%) | Valor 6.4x acima da média,2,34.5,6.356052801791947,11.47,2026-01-09 17:51
1254,61.49,🟠 ALTO,C1249352100,M348934600,es_transportation,81.43,Merchant com histórico de fraudes (80.0%),0,39.56,2.0586524571191394,80.0,2026-01-09 17:51
1255,61.35,🟠 ALTO,C1881279773,M1823072687,es_transportation,108.46,Merchant com histórico de fraudes (43.9%),0,57.28,1.8934688242367672,43.88,2026-01-09 17:51
1256,61.33,🟠 ALTO,C1986046665,M348934600,es_transportation,68.61,Merchant com histórico de fraudes (81.9%),0,37.93,1.808810687595616,81.9,2026-01-09 17:51
1257,61.22,🟠 ALTO,C911139709,M1823072687,es_transportation,1001.56,Merchant com histórico de fraudes (81.9%),0,1001.56,0.9999999990015576,81.9,2026-01-09 17:51
1258,61.2,🟠 ALTO,C362654279,M151143676,es_barsandrestaurants,17.28,Padrão geral suspeito detectado pelo modelo,0,43.82,0.3943714116238258,4.24,2026-01-09 17:51
1259,61.1,🟠 ALTO,C1881279773,M1823072687,es_transportation,14.98,Merchant com histórico de fraudes (81.9%),0,25.12,0.596345213896442,81.9,2026-01-09 17:51
1260,61.07,🟠 ALTO,C1224153830,M1823072687,es_transportation,113.69,Merchant com histórico de fraudes (70.7%),0,96.34,1.1800913309104075,70.71,2026-01-09 17:51
1261,61.04,🟠 ALTO,C918659260,M348934600,es_transportation,40.34,Merchant com histórico de fraudes (43.9%),0,313.13,0.12882769402998567,43.88,2026-01-09 17:51
1262,61.04,🟠 ALTO,C717345438,M1823072687,es_transportation,194.07,Merchant com histórico de fraudes (43.9%),0,194.07,0.9999999948472201,43.88,2026-01-09 17:51
1263,61.04,🟠 ALTO,C210318225,M348934600,es_transportation,79.44,Merchant com histórico de fraudes (43.9%),0,71.58,1.1098071932130875,43.88,2026-01-09 17:51
1264,60.95,🟠 ALTO,C2090486181,M348934600,es_transportation,92.69,Merchant com histórico de fraudes (81.9%),0,79.46,1.1664569103890436,81.9,2026-01-09 17:51
1265,60.95,🟠 ALTO,C998987490,M1823072687,es_transportation,35.64,Merchant com histórico de fraudes (43.9%),0,51.14,0.6968650062530468,43.88,2026-01-09 17:51
